idx,replacements_visual,replacements_phonetic,replacements_typo
2710,"[('shorter', 'sₕørter')]","[('shorter', 'shêrter')]","[('shorter', 'sorther')]"
2711,"[('dipole', 'đipoƚè')]","[('dipole', 'dypole')]","[('dipole', 'dl-kle')]"
2712,"[('actions', 'actỈons')]","[('actions', 'acktions')]","[('actions', 'anctios')]"
2713,"[('several', 'seveրal')]","[('several', 'sseverol')]","[('several', 'sraveel')]"
2714,"[('marl', 'mөrɭ')]","[('marl', 'marl')]","[('marl', 'ma%rl')]"
2715,"[('including', 'includiᶯg')]","[('including', 'incluedin')]","[('including', 'i?nc:ludi}ng')]"
2716,"[('integral', 'intєgrȧl')]","[('integral', 'ihntegrall')]","[('integral', 'interal')]"
2717,"[('points', 'poiຖts')]","[('points', 'poinets')]","[('points', 'poins')]"
2718,"[('furthermore', 'fur☦hermore')]","[('furthermore', 'furtherrmbore')]","[('furthermore', 'furthrmore')]"
2719,"[('applying', 'ǟpplyiⁿģ')]","[('applying', 'applyingl')]","[('applying', 'appling')]"
2720,"[('abilities', 'abiliti⋷s')]","[('abilities', 'abillites')]","[('abilities', 'aiiitebls')]"
2721,"[('symmetry', 'symmetr¢')]","[('symmetry', 'stimmetry')]","[('symmetry', 'srmtmyey')]"
2722,"[('graph', 'grᶏph')]","[('graph', 'groph')]","[('graph', 'grph')]"
2723,"[('learning', 'lѲarning')]","[('learning', 'llearning')]","[('learning', 'lernig')]"
2724,"[('thereby', 'ߙhϱreby')]","[('thereby', 'therebby')]","[('thereby', 'threby')]"
2725,"[('andy', 'aᶮdy')]","[('andy', 'Jannea')]","[('andy', 'wndy')]"
2726,"[('exhibit', 'ᶒxhibit')]","[('exhibit', 'exhibitb')]","[('exhibit', 'exhib=i=t')]"
2727,"[('intimate', 'int༏maƫe')]","[('intimate', 'intemete')]","[('intimate', 'iamntite')]"
2728,"[('package', 'pȦckage')]","[('package', 'packege')]","[('package', 'packag&e')]"
2729,"[('subject', 'subÏect')]","[('subject', 'ssubbject')]","[('subject', 'subjet')]"
2730,"[('discussed', 'dіȿcևss8ᶁ')]","[('discussed', 'deiscused')]","[('discussed', '\\dis;cus&sed')]"
2731,"[('enhance', 'еņԻan⊑e')]","[('enhance', 'ehnhance')]","[('enhance', 'enhnce')]"
2732,"[('found', 'foԱnd')]","[('found', 'faund')]","[('found', 'foud')]"
2733,"[('structure', 'struᴄtu╭ᶒ')]","[('structure', 'sstrructure')]","[('structure', 'strtuurce')]"
2734,"[('existence', 'existenϲe')]","[('existence', 'existénce')]","[('existence', 'excneiste')]"
2735,"[('measure', 'meǎsuŗՅ')]","[('measure', 'measore')]","[('measure', 'measre')]"
2736,"[('vict', 'vעct')]","[('vict', 'vict')]","[('vict', 'vic')]"
2737,"[('proven', 'provʙn')]","[('proven', 'provehn')]","[('proven', 'p>roven')]"
2738,"[('observations', 'obsèrvǟₜionſ')]","[('observations', 'ozbervations')]","[('observations', 'ibwervations')]"
2739,"[('stronger', 's☨ronger')]","[('stronger', 'strongherr')]","[('stronger', 'sntgeror')]"
2740,"[('paper', 'ₚàper')]","[('paper', 'papur')]","[('paper', 'papier')]"
2741,"[('automatically', 'aມƚomāߙically')]","[('automatically', 'automateecallie')]","[('automatically', 'automatica%ll`y')]"
2742,"[('generate', 'ξenerate')]","[('generate', 'genereate')]","[('generate', 'gnetaere')]"
2743,"[('occurs', 'oc໐u༼s')]","[('occurs', ""ackers'"")]","[('occurs', ""occur's"")]"
2744,"[('yield', 'ⴘield')]","[('yield', 'yYeld')]","[('yield', 'yleid')]"
2745,"[('projected', 'pɾojĕcted')]","[('projected', 'projectede')]","[('projected', 'projrcted')]"
2746,"[('sequence', 'seouence')]","[('sequence', 'seeequence')]","[('sequence', 'equence')]"
2747,"[('omega', 'ߐmega')]","[('omega', 'omege')]","[('omega', 'omeba')]"
2748,"[('however', 'howеver')]","[('however', 'howerve')]","[('however', 'howeer')]"
2749,"[('either', 'eⲒtḣeɼ')]","[('either', 'eether')]","[('either', 'e\\ither')]"
2750,"[('crucial', 'cruciͣl')]","[('crucial', 'crutials')]","[('crucial', 'cruicial')]"
2751,"[('enhance', 'ВnhaႶce')]","[('enhance', 'enhagnce')]","[('enhance', 'enhan|c%e')]"
2752,"[('diagonalize', 'diagoղalize')]","[('diagonalize', 'diagonalize')]","[('diagonalize', 'dilaiozagne')]"
2753,"[('reinforcement', 'reinforcemenᴌ')]","[('reinforcement', 'reinforcemmennght')]","[('reinforcement', 'reinorcement')]"
2754,"[('exclusion', 'excƚūsion')]","[('exclusion', 'ixclusion')]","[('exclusion', 'exckusjon')]"
2755,"[('algorithm', 'ʚlgorithտ')]","[('algorithm', 'allgorithmm')]","[('algorithm', 'argolthim')]"
2756,"[('directed', 'dir⋴cߙeᾑ')]","[('directed', 'direectid')]","[('directed', 'direted')]"
2757,"[('neural', 'neura℔')]","[('neural', ""neural's"")]","[('neural', 'meural')]"
2758,"[('biased', 'ᴏiased')]","[('biased', 'biassed')]","[('biased', 'baeisd')]"
2759,"[('ferromagnetic', 'feⱚromagnetic')]","[('ferromagnetic', 'fferroemagnetik')]","[('ferromagnetic', 'fe`r+r%omagne+tic')]"
2760,"[('responses', 'respoņßes')]","[('responses', ""rispons's"")]","[('responses', 'tespobses')]"
2761,"[('characteristics', 'chƌrаcterisߙi⌑s')]","[('characteristics', 'charakttereisticce')]","[('characteristics', 'cthciistcrearas')]"
2762,"[('reflecting', 'ոeflęcting')]","[('reflecting', 'reflectteyng')]","[('reflecting', 'rnftleiceg')]"
2763,"[('also', 'alsம')]","[('also', 'alsso')]","[('also', 'a[lso')]"
2764,"[('analyze', 'anәlyze')]","[('analyze', 'analousien')]","[('analyze', 'aaznyle')]"
2765,"[('past', 'paЅt')]","[('past', 'passt')]","[('past', 'p:as`t')]"
2766,"[('bits', 'biʈs')]","[('bits', 'bights')]","[('bits', 'bts')]"
2767,"[('coefficients', 'cᲂefficient⁵')]","[('coefficients', 'coweffishonts')]","[('coefficients', 'cfotfceniies')]"
2768,"[('renormalized', 'rᏼnormalized')]","[('renormalized', 'renormalisede')]","[('renormalized', 'renormalze')]"
2769,"[('empirical', 'empⅼrical')]","[('empirical', 'emppirikal')]","[('empirical', 'emciapirl')]"
2770,"[('therefore', 'thereforѐ')]","[('therefore', 'therefare')]","[('therefore', 'the?re]fo)r;e')]"
2771,"[('study', 'sȶudẏ')]","[('study', 'steweyedl')]","[('study', 'stdy')]"
2772,"[('using', 'usiիg')]","[('using', 'using')]","[('using', 'us:ing')]"
2773,"[('introduction', 'inჶroduоtion')]","[('introduction', 'ienetrroduction')]","[('introduction', 'i-ntroduction')]"
2774,"[('residuals', 'reƷiduals')]","[('residuals', 'rizeduals')]","[('residuals', 'residuls')]"
2775,"[('naive', 'nai۷ē')]","[('naive', 'neive')]","[('naive', 'naie')]"
2776,"[('model', 'mode˨')]","[('model', 'modal')]","[('model', 'odel')]"
2777,"[('isomorphic', 'іӡomorphic')]","[('isomorphic', 'isomorphic')]","[('isomorphic', 'somorphic')]"
2778,"[('governing', 'govɜrnïng')]","[('governing', 'gwverning')]","[('governing', 'governjng')]"
2779,"[('chinese', 'cŃⅠηөse')]","[('chinese', 'chines')]","[('chinese', 'censihe')]"
2780,"[('compare', 'comϸare')]","[('compare', 'compere')]","[('compare', 'cmorape')]"
2781,"[('optane', 'optanĕ')]","[('optane', 'oppenty')]","[('optane', 'optxje')]"
2782,"[('achieve', 'Յchieve')]","[('achieve', 'achiev')]","[('achieve', 'aivcehe')]"
2783,"[('derive', 'dɝriṽe')]","[('derive', 'derivie')]","[('derive', 'eerive')]"
2784,"[('achieved', 'acհie⋁ed')]","[('achieved', 'atiieved')]","[('achieved', 'chieved')]"
2785,"[('assistance', 'asȿעႽtаnce')]","[('assistance', 'aicistance')]","[('assistance', 'as|sistance')]"
2786,"[('significantly', 'ȿignif༏cantly')]","[('significantly', 'significantlyky')]","[('significantly', 'signiicantly')]"
2787,"[('creating', 'c༼eating')]","[('creating', 'ckreateng')]","[('creating', 'creatin')]"
2788,"[('support', 'suppo↙ƭ')]","[('support', 'ssupport')]","[('support', 'upport')]"
2789,"[('outcomes', 'outсomeѕ')]","[('outcomes', ""outcome'sl"")]","[('outcomes', 'outcoms')]"
2790,"[('approaches', 'apprϲacηes')]","[('approaches', 'approchis')]","[('approaches', 'aphcopreas')]"
2791,"[('error', 'ɵrror')]","[('error', 'errer')]","[('error', 'eror')]"
2792,"[('gauge', 'ԑauḡe')]","[('gauge', 'gaige')]","[('gauge', 'gaug')]"
2793,"[('improvement', 'imprΟvеment')]","[('improvement', 'improvmeneght')]","[('improvement', 'imp/ro:v^em)e)nt')]"
2794,"[('results', 'ɍeᶊults')]","[('results', ""resultced'sl"")]","[('results', 'resolts')]"
2795,"[('thin', 'thiդ')]","[('thin', 'then')]","[('thin', 'tihn')]"
2796,"[('phase', 'pₕase')]","[('phase', ""chape's"")]","[('phase', 'fase')]"
2797,"[('used', 'u♋ed')]","[('used', 'oosed')]","[('used', 'uesd')]"
2798,"[('restrictions', 'resʈrictions')]","[('restrictions', 'rectrikschons')]","[('restrictions', 'estrictions')]"
2799,"[('unforeseen', 'unforǝŝǝen')]","[('unforeseen', 'unfourcenelfe')]","[('unforeseen', 'knforeseen')]"
2800,"[('technical', 'technₗcal')]","[('technical', 'tenchidle')]","[('technical', 'tinaheccl')]"
2801,"[('couples', 'coԿρles')]","[('couples', 'coupples')]","[('couples', 'ouples')]"
2802,"[('result', 'rԑsult')]","[('result', 'resultf')]","[('result', 'resu_l|t')]"
2803,"[('lifecycle', 'lifӪcycle')]","[('lifecycle', 'lifecycle')]","[('lifecycle', 'lifele')]"
2804,"[('produces', 'produceṢ')]","[('produces', 'pryduces')]","[('produces', 'prodces')]"
2805,"[('trajectory', 'träjectory')]","[('trajectory', 'trejektorey')]","[('trajectory', 'trtcjaoery')]"
2806,"[('broader', 'brமader')]","[('broader', 'brader')]","[('broader', 'boadrer')]"
2807,"[('losing', 'losӏng')]","[('losing', 'lozeing')]","[('losing', 'lsing')]"
2808,"[('simeq', 's⅃meq')]","[('simeq', 'simeq')]","[('simeq', 'smeq')]"
2809,"[('stages', 'staნes')]","[('stages', 'sstagis')]","[('stages', 'staes')]"
2810,"[('issues', 'issuԑs')]","[('issues', 'iessues')]","[('issues', 'ssues')]"
2811,"[('better', 'bḂtter')]","[('better', 'bbetter')]","[('better', 'beter')]"
2812,"[('iotscent', 'īȱtſcenţ')]","[('iotscent', 'iostant')]","[('iotscent', 'io5sceng')]"
2813,"[('ultrasound', 'ȗltraₛȭúnđ')]","[('ultrasound', 'ultrasounde')]","[('ultrasound', 'ultrasoubd')]"
2814,"[('lower', 'lȯwǝɾ')]","[('lower', 'lowere')]","[('lower', 'lo2er')]"
2815,"[('comparative', 'coᲅpaɍative')]","[('comparative', ""comparative'su"")]","[('comparative', 'compaative')]"
2816,"[('seeds', 'seeῄs')]","[('seeds', 'seeeds')]","[('seeds', 'seds')]"
2817,"[('rough', 'rՕugẖ')]","[('rough', 'ragh')]","[('rough', 'roug')]"
2818,"[('significant', 'šignifiℂänt')]","[('significant', 'signifgenth')]","[('significant', 'significative')]"
2819,"[('halide', 'nalide')]","[('halide', 'haleide')]","[('halide', 'hildae')]"
2820,"[('imaging', 'iຫaging')]","[('imaging', 'imizing')]","[('imaging', 'iaging')]"
2821,"[('combines', 'co♏bines')]","[('combines', ""combine'se"")]","[('combines', 'co^mbines')]"
2822,"[('band', 'baƞd')]","[('band', 'banced')]","[('band', 'Banda')]"
2823,"[('emergence', 'emergвnce')]","[('emergence', 'emerggenessh')]","[('emergence', 'ecegemrne')]"
2824,"[('large', 'larნe')]","[('large', 'llarge')]","[('large', 'la.r&ge')]"
2825,"[('surpasses', 'Ѕurᒕassés')]","[('surpasses', 'surrpisses')]","[('surpasses', ""s^u=r;p'ass\\e}s"")]"
2826,"[('whether', 'wheⱡher')]","[('whether', 'wôether')]","[('whether', 'whtheer')]"
2827,"[('show', 'shoש')]","[('show', 'sho')]","[('show', 'sho')]"
2828,"[('dolphins', 'dolpԽins')]","[('dolphins', 'dalphings')]","[('dolphins', '\\dolp{hin,s')]"
2829,"[('global', 'globaւ')]","[('global', 'glowbal')]","[('global', 'lobal')]"
2830,"[('modes', 'modѐs')]","[('modes', 'mbodes')]","[('modes', 'mdoes')]"
2831,"[('ratio', '↖atio')]","[('ratio', 'ratiio')]","[('ratio', 'rtiao')]"
2832,"[('occurs', 'oᲀcurs')]","[('occurs', 'okurs')]","[('occurs', 'orccus')]"
2833,"[('provide', 'ῃrovɪde')]","[('provide', 'phrovide')]","[('provide', 'poidvre')]"
2834,"[('region', 'rɛgⅰon')]","[('region', 'region')]","[('region', 'egion')]"
2835,"[('multiple', 'm⋃⅃ƫiple')]","[('multiple', 'mulltipele')]","[('multiple', 'multipe')]"
2836,"[('asymmetry', 'asyʍmetṟy')]","[('asymmetry', 'asimmettery')]","[('asymmetry', 'asymmtry')]"
2837,"[('past', 'pәst')]","[('past', 'ppast')]","[('past', 'pst')]"
2838,"[('magnetic', 'magŉȇtiℂ')]","[('magnetic', 'magnutic')]","[('magnetic', 'mavnetix')]"
2839,"[('study', 'Ӡtudy')]","[('study', 'stewewed')]","[('study', 'stdy')]"
2840,"[('methods', 'methՃds')]","[('methods', 'metheods')]","[('methods', 'etods')]"
2841,"[('asymptotically', 'asymₚₜotiͨally')]","[('asymptotically', 'aspimptaticallyt')]","[('asymptotically', 'asymptotical,y')]"
2842,"[('called', 'cƋ⟧⼅eⅾ')]","[('called', 'ccalled')]","[('called', '?cal@le!d')]"
2843,"[('skin', 'skɪn')]","[('skin', ""skin'"")]","[('skin', 'skyn')]"
2844,"[('reaction', 'rēactiòn')]","[('reaction', 'reactioni')]","[('reaction', 'reation')]"
2845,"[('artificial', 'aŗtificiaι')]","[('artificial', 'arttifficial')]","[('artificial', ')ar@t*ific>ia-l')]"
2846,"[('show', 'shԛw')]","[('show', 'showe')]","[('show', 'sohw')]"
2847,"[('edges', 'edℰеs')]","[('edges', 'eedges')]","[('edges', 'edg,es')]"
2848,"[('globally', 'glᥲballỵ')]","[('globally', ""globally'"")]","[('globally', 'gllblaoy')]"
2849,"[('completely', 'ʗoηpl⍷teĻy')]","[('completely', 'complate')]","[('completely', 'c)omplete~ly')]"
2850,"[('novel', 'novѐl')]","[('novel', 'navel')]","[('novel', ""'nove!l"")]"
2851,"[('using', 'usinǥ')]","[('using', 'yousingn')]","[('using', 'useing')]"
2852,"[('complexity', 'ℂomp℔exitẏ')]","[('complexity', 'complicateslyt')]","[('complexity', 'complexitu')]"
2853,"[('novelty', 'nοvelty')]","[('novelty', 'novalte')]","[('novelty', 'nvetoly')]"
2854,"[('concise', 'concⅼse')]","[('concise', 'cconcise')]","[('concise', 'cncise')]"
2855,"[('vector', '㏞ĕctoȑ')]","[('vector', 'vectore')]","[('vector', 'vectpr')]"
2856,"[('pair', 'ₚair')]","[('pair', 'pearr')]","[('pair', 'pai')]"
2857,"[('spectroscopic', 'spëctrøscoᶈic')]","[('spectroscopic', 'spectroscopicu')]","[('spectroscopic', 'spectroscopjx')]"
2858,"[('range', 'rangɵ')]","[('range', 'rtange')]","[('range', 'r{an/ge')]"
2859,"[('provides', 'ᵽrõviđes')]","[('provides', 'pryvides')]","[('provides', 'provids')]"
2860,"[('fairly', 'ᶠairly')]","[('fairly', 'ffairly')]","[('fairly', 'airly')]"
2861,"[('direction', 'dirǝctᴵoň')]","[('direction', 'directione')]","[('direction', 'direccion')]"
2862,"[('spaces', 'spàceß')]","[('spaces', ""space'sp"")]","[('spaces', 'spacec')]"
2863,"[('dependence', 'depe໗ⅾencნ')]","[('dependence', 'deependeence')]","[('dependence', 'dnedpeence')]"
2864,"[('wide', 'wȋdᴈ')]","[('wide', 'waide')]","[('wide', 'wilde')]"
2865,"[('might', 'miℰht')]","[('might', 'mitt')]","[('might', 'migh')]"
2866,"[('recent', 'rece∩t')]","[('recent', 'reecent')]","[('recent', '(r]ec@e&nt')]"
2867,"[('hierarchical', 'ոierarchical')]","[('hierarchical', 'hirarcecall')]","[('hierarchical', 'hariraiehccl')]"
2868,"[('counterfactual', 'coևnterfаcṱual')]","[('counterfactual', 'counterfactual')]","[('counterfactual', 'counterf/actua<l')]"
2869,"[('public', 'Ŋublic')]","[('public', 'pablic')]","[('public', 'pu#blic')]"
2870,"[('unipotent', 'unΙpoⵜent')]","[('unipotent', 'unipotent')]","[('unipotent', 'utnioenpt')]"
2871,"[('azimuthally', 'azimʯthally')]","[('azimuthally', 'azimuthally')]","[('azimuthally', 'azimuthlly')]"
2872,"[('topology', 'topoloǥý')]","[('topology', ""topology's"")]","[('topology', 'topolovy')]"
2873,"[('space', 'sφace')]","[('space', 'scpace')]","[('space', 'spac')]"
2874,"[('comprehensive', 'comprehȩnǮive')]","[('comprehensive', 'chompreeihensive')]","[('comprehensive', 'cmprehensive')]"
2875,"[('studied', 'sᵗuđĩēd')]","[('studied', 'stueded')]","[('studied', 'studdied')]"
2876,"[('pdfs', 'pďfs')]","[('pdfs', 'pdfs')]","[('pdfs', '.p&df-s')]"
2877,"[('even', 'eveɳ')]","[('even', 'evegn')]","[('even', 'evn')]"
2878,"[('power', 'poⰕer')]","[('power', 'powar')]","[('power', 'powe')]"
2879,"[('distant', 'dỊstant')]","[('distant', 'disstunt')]","[('distant', 'datnsit')]"
2880,"[('latter', 'laᴌter')]","[('latter', ""latter'"")]","[('latter', 'ltter')]"
2881,"[('response', 'resp▢nȝe')]","[('response', 'rrespons')]","[('response', 'rsnsepoe')]"
2882,"[('obtain', 'obtaiמ')]","[('obtain', 'obteain')]","[('obtain', 'obtai')]"
2883,"[('employs', 'empᶅoys')]","[('employs', 'eomplays')]","[('employs', 'em)plo$y@s')]"
2884,"[('rewarded', 'reШarded')]","[('rewarded', 'rywarrded')]","[('rewarded', 'rearded')]"
2885,"[('obstacles', '⩍þsɫӨcles')]","[('obstacles', 'obstcales')]","[('obstacles', 'osecaltbs')]"
2886,"[('general', 'genᴲrȃl')]","[('general', 'geneorall')]","[('general', 'gerneral')]"
2887,"[('chem', 'cheᶆ')]","[('chem', 'cham')]","[('chem', 'cehm')]"
2888,"[('benefit', 'benǝ㎌iţ')]","[('benefit', 'benefighte')]","[('benefit', 'Benifit')]"
2889,"[('synchronize', 'synℂʱronȉze')]","[('synchronize', 'synchrinise')]","[('synchronize', 'sgnfhronize')]"
2890,"[('cases', 'casєs')]","[('cases', 'caces')]","[('cases', '>ca?ses')]"
2891,"[('models', 'mɷdеlƽ')]","[('models', 'modeles')]","[('models', 'moedls')]"
2892,"[('learning', 'l⋷arning')]","[('learning', 'learneing')]","[('learning', 'lerning')]"
2893,"[('detail', 'detǝil')]","[('detail', 'detaill')]","[('detail', 'datiel')]"
2894,"[('equation', 'e⒬ȕàtȋøn')]","[('equation', ""equation'"")]","[('equation', 'eauation')]"
2895,"[('superconducting', 'supercønducƭiᶮg')]","[('superconducting', 'superconductiver')]","[('superconducting', 'supfrfindudtjng')]"
2896,"[('data', 'daƫa')]","[('data', 'datou')]","[('data', 'da_t,a')]"
2897,"[('former', 'fôrᴟer')]","[('former', ""former'"")]","[('former', 'fomer')]"
2898,"[('decreasing', 'deᴄreasing')]","[('decreasing', 'decrisong')]","[('decreasing', 'decreasng')]"
2899,"[('equilibrium', 'equilibriⳘm')]","[('equilibrium', 'equeleebriumm')]","[('equilibrium', 'quilibrium')]"
2900,"[('detection', 'detвction')]","[('detection', 'detectione')]","[('detection', 'dticteoen')]"
2901,"[('preserve', 'prεՏerⱱe')]","[('preserve', 'preiserv')]","[('preserve', 'p(rese/rve')]"
2902,"[('datasets', 'ďaₜaseₜs')]","[('datasets', 'datasest')]","[('datasets', 'dxtasets')]"
2903,"[('bypass', 'Ⴆypass')]","[('bypass', 'bypasse')]","[('bypass', 'bypas')]"
2904,"[('make', 'maⲕe')]","[('make', 'mak')]","[('make', '&mak@e')]"
2905,"[('similar', 'simiןaŗ')]","[('similar', 'simmellerë')]","[('similar', 'smiilar')]"
2906,"[('statistical', 'statᒧsticᾼl')]","[('statistical', 'sthetistikal')]","[('statistical', 'stsiaatitcl')]"
2907,"[('degeneration', 'degeneratioⱨ')]","[('degeneration', 'degenerationi')]","[('degeneration', 'd,eg/enerat^io,n')]"
2908,"[('also', 'alsᣕ')]","[('also', 'alco')]","[('also', 'lso')]"
2909,"[('human', 'ɳumąn')]","[('human', 'hooman')]","[('human', 'h/uman')]"
2910,"[('research', 'resear໐h')]","[('research', 'rezearti')]","[('research', 'resrceah')]"
2911,"[('competitive', 'compeṭitivе')]","[('competitive', 'combpetoghtive')]","[('competitive', 'coviptetime')]"
2912,"[('voting', 'votinᵹ')]","[('voting', 'votingl')]","[('voting', 'vouting')]"
2913,"[('modern', '⫙odƐɍn')]","[('modern', 'meodern')]","[('modern', 'odern')]"
2914,"[('theorem', 'theoᶯem')]","[('theorem', 'theoreem')]","[('theorem', 'treeohm')]"
2915,"[('kinetic', 'Ⱪinetic')]","[('kinetic', 'keineteic')]","[('kinetic', '~ki.net%ic')]"
2916,"[('developers', 'ḓevеlopers')]","[('developers', 'ddeveeloperz')]","[('developers', 'd^evelop+ers')]"
2917,"[('take', 'təke')]","[('take', 'teake')]","[('take', '`t>ake')]"
2918,"[('denoiser', 'denoiseᶉ')]","[('denoiser', 'denoicer')]","[('denoiser', 'denoser')]"
2919,"[('theoretical', 'theoreƚical')]","[('theoretical', 'theeretticul')]","[('theoretical', 'theoetical')]"
2920,"[('also', 'ѳlso')]","[('also', 'allso')]","[('also', 'aslo')]"
2921,"[('attacks', 'aǂ∤acks')]","[('attacks', 'auttacks')]","[('attacks', 'atacks')]"
2922,"[('like', 'ɭike')]","[('like', 'likel')]","[('like', 'ike')]"
2923,"[('measurement', 'measureⅿent')]","[('measurement', 'mmeasuregment')]","[('measurement', 'measuremet')]"
2924,"[('backbone', 'ba▢kbone')]","[('backbone', 'bacbone')]","[('backbone', 'b+ack+b{on|e')]"
