clean,perturbed,legibility_score,legible
shakespeare,sᶣakèspeǎre,1.8086481,
alex,ᵃlex,0.39523813,
alex,alèx,2.487593,
earnings,eǡrnings,2.77436,
earnings,earninℊs,0.97921175,
ghost,gḥòˢt,-0.6640792,
ghost,ghosț,4.727659,
pockets,pockĕts,2.9153976,
pockets,ₚoĉḳets,0.55445224,
walt,wàlt,3.109682,
walt,ᷱaˡt,-0.6821157,
marina,maɽina,4.071451,
marina,ḿårīna,2.1310875,
values,valueₛ,2.3728402,
values,vålues,3.6753888,
switch,swítch,4.408275,
switch,šwйₜch,-0.014092753,
batteries,batțǝɽйeŝ,1.1814793,
batteries,batͭērieſ,-0.23833843,
circuit,ℂircuit,2.8371565,
circuit,ciɼcuit,3.2342436,
bali,℔ali,0.23262143,
bali,bali,4.719939,
remedies,rèmedîeˢ,1.2987288,
remedies,rémediéſ,1.4346802,
supporters,suᶈpoɼters,4.268067,
supporters,sųₚₚorters,0.5339923,
confidential,čońfiᵭenₜial,1.5857087,
confidential,con㎌idential,1.1183444,
provincial,pɼoviɴcial,3.7238421,
provincial,pro㏞ìⁿcia℔,-1.615581,
prix,priẊ,2.277541,
prix,pŗix,3.8560967,
lawsuit,ᷝaᴡſǚit,-2.1539755,
lawsuit,laᷱsӱit,0.22416721,
database,ďata℔åsè,0.047416195,
database,dͣṱabàₛe,0.15700996,
walnut,walnút,3.208216,
walnut,wɐlⁿut,0.14869164,
spirit,spirȋt,3.7477462,
spirit,śpℑȓit,-0.77175856,
facilities,façǐ℔ities,0.21013948,
facilities,fǻciɭiţieₛ,1.4260864,
sells,ᵴe℔ls,-1.3614899,
sells,ᷤells,-0.057920773,
mighty,ɱĩℊhtȳ,-0.39293057,
mighty,ₘighŧy,2.2587814,
advertise,ȁdvërtise,3.9429219,
advertise,advertҋse,2.5244706,
duplicate,đuƥliĉate,1.4161855,
duplicate,dǖplīᶜะte,-1.4735923,
avoiding,aᵛoidiᴺg,0.67160183,
avoiding,å㏞ơiđing,0.808182,
jerry,jerɾɏ,3.379248,
jerry,jerry,4.7494926,
vendors,㏞éǹđors,-0.10934351,
vendors,veñdoɾs,4.107873,
decade,ďecadȅ,3.3330038,
decade,ɗɇčađe,0.20118424,
based,basèđ,2.1194131,
based,based,4.9234757,
objects,objȅcts,2.4374607,
objects,objects,4.503132,
remarkable,reₘaɾkǟ℔ᶅè,-0.6451392,
remarkable,remarkablₑ,4.5305667,
tuner,tuߒer,1.0193044,
tuner,tuńer,3.0320387,
paint,páint,4.0646434,
paint,paiñt,3.968494,
plants,plaɴts,3.2471616,
plants,plӑnts,4.116323,
prison,ₚrison,0.33318812,
prison,prison,4.8388367,
norm,noɼm,2.6176224,
norm,norᴍ,-0.34204012,
expenditure,e͓péߒɗਿₜȕre,-2.279891,
expenditure,expeñᶑîture,2.4510186,
empire,empȋre,3.0584843,
empire,empᶖȓe,2.9583135,
admissions,admissions,4.981316,
admissions,adᴟℑśsioƞs,-0.117456794,
proceedings,proceedinℊs,2.345217,
proceedings,pɾoceédings,3.5116832,
dramatically,dŕaɯaₜicaľly,1.7780682,
dramatically,dramaťīcǟlly,2.9060092,
prefix,pɼefiₓ,2.5076206,
prefix,prࠝfix,2.8467886,
chief,chieᶂ,2.6176646,
chief,chĩǝf,0.27464804,
transparent,trañsₚarent,2.156487,
transparent,transpàrenƭ,2.561434,
idle,id℔e,-0.8847185,
idle,idłe,2.3029525,
meal,meal,5.034594,
meal,meǡl,2.8064594,
clearance,cleáʴåᴺče,-1.614713,
clearance,clearaⁿcɇ,1.720325,
british,britisᶣ,1.6260488,
british,britǐſh,1.1588427,
somerset,ſomerseₜ,1.3431013,
somerset,somḗȑseț,2.4109232,
button,buttoň,3.5672486,
button,℔uƭton,0.34780556,
adaptation,ađaƥtatiön,3.0398352,
adaptation,ɐđàptatȉon,-0.34714255,
methods,meƭhòds,2.3880203,
methods,mèthǒdṥ,2.6655872,
chemicals,cħȇmiↀalᶊ,0.8159139,
chemicals,ƈₕeᴟicals,-0.78756267,
parker,paʴker,2.9222329,
parker,paɼkȅr,4.3467164,
incoming,ĭncomӥƞᵍ,-0.783776,
incoming,ȉnčomiňg,2.0027196,
reef,řeₑf,3.0321581,
reef,ȑɘef,0.29254162,
rankings,ŕankings,4.3300757,
rankings,rañkĩngs,2.9971004,
brass,brǟss,2.7268705,
brass,brasſ,0.8554456,
competitors,coₘₚetițors,1.1883813,
competitors,competițørs,3.2602127,
participants,paʀţicǐpants,2.75809,
participants,pǡȓₜicipants,3.1841319,
never,ne㏞eŕ,-1.8661749,
never,nèᵥer,-0.3044563,
title,tiͭlè,1.9572663,
title,ŧitŀe,1.813844,
lang,laɳg,4.726685,
lang,laɳg,4.726685,
terminals,terminals,5.046785,
terminals,terminałs,4.5839643,
exec,ɜₓèc,-2.593325,
exec,eẊec,0.9902902,
ventures,ventùʵȅs,0.7193675,
ventures,veƞₜųres,0.7034224,
certificates,ℂerţificãţes,2.7524507,
certificates,certificaₜēș,2.6441827,
islam,īslam,3.2574754,
islam,islaɱ,4.6329827,
textiles,tʚxtiles,2.6681733,
textiles,tḜxțiƚes,2.2708144,
conclusion,còñcƚuᵴion,1.393091,
conclusion,cöⁿcłusìon,0.0988011,
allan,ǎllan,4.114737,
allan,a℔lan,0.06448158,
investigation,ïnvestïgäₜion,2.6111617,
investigation,ìnᵥesₜℑgation,0.2813551,
manitoba,ₘanitøba,0.6708544,
manitoba,maⁿitøba,-0.28655913,
operator,ơƥeratoɾ,3.3931627,
operator,ơₚᴈŗãtȫr,-1.9495035,
cord,coŕɗ,3.2272494,
cord,cord,4.7845764,
correct,còrrecₜ,2.0583942,
correct,còrrect,2.973851,
insulin,inₛulិƞ,-1.3614452,
insulin,iᶮsulin,0.7840957,
gain,ģǎin,3.2861965,
gain,ℊain,-1.0280182,
technical,teᷗhnical,3.222199,
technical,techƞiċal,2.9104087,
surgeon,suɾgēon,3.368892,
surgeon,surĝëoᴺ,0.28945768,
sphere,sᶈₕeʴe,-2.0946057,
sphere,sᶈhere,3.9708245,
kansas,kansäᷤ,3.682566,
kansas,kansás,3.9031005,
hunger,ʱũⁿger,-1.6714475,
hunger,hungèȓ,2.941011,
disclosure,điscloṣure,4.261525,
disclosure,dȋsℂlosuŕɝ,1.2972729,
longest,lönℊest,-1.0571992,
longest,loƞgest,3.8416255,
ocean,óceǟn,2.7147686,
ocean,ocēan,2.3130631,
blair,błåir,2.1471825,
blair,℔łair,0.37326118,
should,shouƚd,2.333811,
should,shôu℔d,0.7933872,
roberts,ɾoberᶵs,3.7699423,
roberts,ro℔erts,1.1347859,
eliminate,ēlimiᴺate,1.4089017,
eliminate,ēlĭminǟtỄ,1.0789269,
leslie,lĕsłïe,-0.23294903,
leslie,ĺэßlĩȇ,-2.2449586,
addiction,addiℂₜioᶇ,0.40862015,
addiction,ӕddīctioņ,0.4027745,
norfolk,ɳorfolk,3.2187967,
norfolk,noȑfoƚk,1.6205359,
buzz,bu⒵ɀ,-1.1766523,
buzz,bùzz,1.5387526,
adoption,adoƥṱioñ,2.2452893,
adoption,ǡdøᶈtion,1.7506723,
payment,ₚaýᶆǝnt,0.3301592,
payment,ₚᷲymenͭ,-1.3982852,
poly,polý,3.6050706,
poly,po℔ý,-1.1828783,
console,consoˡe,2.4435616,
console,conₛø℔è,-2.082341,
ensemble,ĕnsèmbĺe,2.0752447,
ensemble,ensem℔le,1.5699785,
mozilla,㎛ozĩ℔la,-2.295286,
mozilla,mozil℔a,0.4150749,
entertaining,ȅⁿţeřₜaiŉīng,1.1632748,
entertaining,ențērtaiⁿíng,2.0557313,
lead,lȅaď,2.0008595,
lead,leaᵭ,2.0790224,
cordless,corđlȇss,2.6369812,
cordless,coɾd℔ēsſ,-0.24443354,
ship,shȋp,2.6549978,
ship,shiₚ,0.29535934,
thousand,thoũsand,2.8117628,
thousand,thousänd,4.1643105,
nominated,nomℑňațeɖ,0.66590273,
nominated,nomᶖŉáͭed,1.3479125,
workers,ᴡorḳers,1.4380611,
workers,workǝrs,2.5081055,
components,ℂöɯᶈoñentṥ,-0.47993818,
components,coɯpoņèńₜs,0.39077932,
bodies,℔odieŝ,-1.0154036,
bodies,bodieş,3.681499,
discussions,diſcussiøns,0.75669104,
discussions,discussionş,3.9840822,
sheets,sʜēēₜs,-1.3068527,
sheets,sheeƭᶊ,4.1911645,
representation,represĕñƭatiòn,0.6120385,
representation,reₚɍéŝentâtion,0.40059635,
eugene,eugǝnȅ,0.610951,
eugene,ȇugene,1.8578585,
works,wơrᵏₛ,-0.28290263,
works,ᴡoɍks,0.47351348,
implied,ĭmplied,3.029684,
implied,ïͫplīèd,1.4989289,
endangered,endängࠝređ,2.733496,
endangered,ēɳɗaŉgэred,1.4930193,
candy,canđẎ,1.286124,
candy,ℂanᶑy,2.0438828,
manner,manneȓ,2.907239,
manner,ᶆӑnnēɍ,1.2738161,
fact,fact,4.838353,
fact,faͨₜ,1.216342,
bumper,bùɯpèr,1.0209711,
bumper,bùmₚer,0.8710775,
troy,troy,4.7224765,
troy,ₜɼoy,2.0824482,
cubic,cũbic,2.910289,
cubic,cubѝc,0.05909632,
table,tà℔lė,0.48289418,
table,tå℔le,0.9882281,
mumbai,mǔmbai,3.322405,
mumbai,mųmbai,3.12992,
rover,roveʵ,0.9566159,
rover,ɾoᵛër,1.1988732,
adverse,aɖverse,5.0731306,
adverse,adveȑse,3.6019042,
remainder,ɍeɱaìnder,3.8685458,
remainder,rḗmͣindeʀ,1.4790651,
inkjet,ìnₖjet,1.5282111,
inkjet,inkjeₜ,3.6091452,
microphone,microphөnĕ,2.1031709,
microphone,mícrophoŉe,2.6486328,
orders,oŕđerₛ,0.29705727,
orders,ȭrdₑrṣ,1.230962,
schedule,schèdule,3.3379602,
schedule,ₛchedułé,0.629924,
quarterly,quäŕṱeɾly,2.6902483,
quarterly,⒬uࠣɾtéŕlý,-1.2519612,
walking,wálǩing,4.102492,
walking,waĺkǐng,3.2561226,
care,ℂare,1.5992119,
care,çare,4.243872,
pool,pooƚ,1.7271829,
pool,pǫöl,1.6459033,
pharmacy,pharmacy,4.8046193,
pharmacy,pharmacy,4.8046193,
compaq,cómƥa⒬,-1.6302273,
compaq,çømₚãq,-1.0645975,
reports,ɾe⒫øɍtₛ,-0.76625407,
reports,ɍepoɾts,4.6728497,
portraits,pơrtɍaits,4.123048,
portraits,ᶈorträitſ,0.1921805,
cameras,ℂameraſ,1.6995862,
cameras,camʚras,2.0986729,
summary,sߎmmaŕy,0.97148347,
summary,summarɏ,4.1507607,
voting,votîng,3.1953955,
voting,vòtìnǥ,2.3705454,
beginners,ƀegīɳneʵ㎮,-0.3462588,
beginners,beginnerß,1.9200579,
causing,caußińg,0.7728209,
causing,caußᴵƞg,-0.46206605,
modify,ᶆođiƒy,2.5939178,
modify,ᴍodifý,-0.51423097,
senator,śenatòr,3.7819254,
senator,senåtȫŗ,2.6519387,
client,čƚient,2.8018172,
client,cŀient,1.9162942,
dispute,ȡīspuťe,3.590601,
dispute,disputê,4.371121,
virtue,virᶵŭe,1.5351902,
virtue,virtuȅ,3.4181025,
exclusion,excluᵴǐon,2.4183242,
exclusion,ĕxc℔usйon,-1.0735769,
basics,basicš,3.7797844,
basics,baₛӥcs,-0.76245433,
reduces,ređùces,2.7231047,
reduces,reduceₛ,3.0169764,
warren,warřeɳ,3.3548808,
warren,warŕen,3.687758,
layer,làȳeŕ,2.442119,
layer,laýer,3.5315502,
jewelry,ĵĕᴡelry,-0.39701107,
jewelry,jᴈᴡê℔ry,-2.223669,
criteria,ℂrïteria,2.780514,
criteria,ℂriteɾia,3.822092,
bull,ᴃȗŀl,-1.6152073,
bull,bu℔ƚ,-0.39910173,
gross,ğross,3.3384795,
gross,ġróₛs,-0.43395224,
scanner,scanneȓ,3.0998752,
scanner,șcanneɍ,4.3945208,
nick,ⁿick,0.046660736,
nick,ᶇick,0.98860663,
herbs,heɽbs,4.3264165,
herbs,herbs,4.932186,
cook,cöok,2.647726,
cook,ƈoöₖ,-0.049689747,
reviews,ʵeᵛiewś,0.15149257,
reviews,rèʋℑǝws,-1.3228258,
indexed,indexᴈd,2.4027152,
indexed,iŉdexɜđ,1.5098339,
cologne,cølṍġne,0.71612376,
cologne,cǒłöĝne,0.82653344,
derby,derbý,3.7265406,
derby,dĕrby,2.0299072,
kinds,ₖiñdß,-0.50790244,
kinds,ʞinds,1.0803987,
fold,㎌old,-1.2207261,
fold,fôld,3.7081497,
testimonials,tèstĩmònials,2.6186347,
testimonials,ₜɜstiᴟóniaƚs,0.03497779,
likewise,ĺikewiₛĕ,1.6542932,
likewise,likeᴡisĕ,0.48529342,
sample,samplë,3.8595731,
sample,sǡmple,3.7085755,
louis,lȫũਇₛ,-2.1290884,
louis,lȫuis,1.5094378,
dictionary,dᶖͨtionary,4.055978,
dictionary,diℂₜionaɍý,1.2289603,
gets,getſ,0.30822405,
gets,ℊēts,-1.5025423,
chad,chåd,3.2325594,
chad,ƈhađ,2.293842,
persons,pᵋrₛoƞṣ,-0.59393626,
persons,persöɳs,3.1040041,
nerve,ner㏞ȅ,-1.102133,
nerve,ńer㏞e,-1.4076598,
infection,iɴfecͭiøñ,-1.4264591,
infection,iƞfectiǫn,3.2894368,
pairs,paiɽs,4.8223844,
pairs,ₚaiɽs,-0.36818904,
baby,baby,4.518425,
baby,babȳ,3.5541325,
equality,eqưality,2.5286465,
equality,ĕquàᷝity,1.090152,
competent,ƈomₚeₜeŉt,0.7237927,
competent,coḿpetent,4.0746884,
aruba,arubå,2.676012,
aruba,aru℔a,0.3045145,
spreading,sprǝadĩng,3.6256497,
spreading,spreadĩŉg,3.2240937,
bracelets,ᴃracelets,2.175312,
bracelets,bràčeleƭs,1.9701511,
plates,plaₜeſ,0.6461645,
plates,plaṱes,4.050469,
germany,gêɾmanɏ,3.171437,
germany,germaߒy,2.9402518,
pale,paʟe,1.7148374,
pale,pะlȅ,-0.7350497,
economics,ečonoɰℑcs,-1.4621549,
economics,economѝcs,1.7170007,
corp,cor⒫,0.53537863,
corp,čorp,1.7436539,
upgrades,upgrade⒮,1.7703384,
upgrades,upgrǻđǝs,1.8030106,
grave,grave,4.928967,
grave,ĝravɇ,1.3680127,
products,ₚrоdùℂts,0.5910212,
products,products,4.862907,
genes,geɴes,1.5930505,
genes,geŉes,2.93066,
encyclopedia,encyc℔opėdia,0.90602016,
encyclopedia,eñcyçlߐpedia,0.56221145,
production,ₚȓoduction,1.444332,
production,pʶoduℂₜíon,-0.5387986,
laser,laser,5.132455,
laser,laser,5.132455,
fare,faɾê,3.673873,
fare,㎌are,-1.0079901,
across,aćross,2.7395399,
across,ácross,3.235386,
avenue,ࠡvenue,1.6279169,
avenue,avenuɜ,1.2070414,
mats,ₘäţs,0.51589894,
mats,mâts,3.8386543,
audit,audiₜ,4.075991,
audit,äūdiₜ,1.7176882,
budgets,ḃudgets,3.6081939,
budgets,bùdgets,3.066873,
executives,exēcuₜives,3.3304732,
executives,ᴲxecùţivĕß,-0.0053604865,
helpful,help㎌uŀ,0.12365404,
helpful,hélₚfũł,0.6970924,
positive,pȱşīti㏞ē,0.28513032,
positive,positĭʋe,1.5485126,
organizing,oʀgaŉiziⁿg,-0.37032455,
organizing,örganizing,2.4658573,
faqs,faqs,3.6880474,
faqs,㎌aqs,-1.4310684,
premier,pɾeɯīer,0.5945447,
premier,premieř,4.0268164,
mainstream,ₘaiɴₛtrʚǡₘ,-1.2649269,
mainstream,mǡìnsₜreàᴟ,0.03639423,
boxing,℔ȭẊing,-1.4210625,
boxing,boẊĩnĝ,1.5803988,
irish,iȑisʱ,-0.9238962,
irish,irℑsh,-0.6662424,
config,cönfig,2.7212474,
config,ċónfig,1.741289,
revealed,revealed,5.0768228,
revealed,revea℔ed,2.030724,
problem,proḃlem,3.4716861,
problem,pro℔leͫ,-0.9763983,
traditional,trǟdɪtйóṅal,1.4260694,
traditional,trådĩtionaɭ,3.684373,
clean,ℂlean,3.4729748,
clean,clean,4.982546,
lion,lĩǫn,1.8713906,
lion,lïon,2.6268332,
adventure,ӑᵭ㏞eᶮture,-0.08938282,
adventure,ǎđventure,3.631208,
hour,ᶣoุr,-1.3791986,
hour,houɼ,4.5104027,
vaccine,㏞aƈcйne,-1.5971925,
vaccine,vaccine,4.957607,
condos,coñdøs,1.0458249,
condos,condǫs,3.3060925,
snapshot,snapshot,4.5004835,
snapshot,snâpshot,3.0627122,
pubs,puᴃₛ,-1.6974959,
pubs,puʙs,-1.184411,
organic,organǐç,1.5822635,
organic,óŕgࠡnic,1.2523894,
proposed,proposeđ,4.349257,
proposed,pŕoposed,3.9954178,
andrea,ǡndreɐ,1.8251637,
andrea,aƞᵭɾea,1.9482747,
providing,pȑoᵥiding,2.461164,
providing,ₚrovíding,2.1238081,
room,roǒm,2.4639635,
room,room,4.677866,
reach,rȇacₕ,-1.1284792,
reach,rǝach,3.4488213,
denial,denйal,0.46679863,
denial,dénīal,2.5508995,
spies,sₚǐeᷤ,-2.667407,
spies,ₛpĩeₛ,-1.2790769,
ships,sₕips,-0.39231396,
ships,ſhɪpᵴ,-1.2779976,
level,le㏞ɝˡ,-2.5620341,
level,⅂evel,2.354707,
compete,čomₚeₜȅ,0.25156182,
compete,comƥeƭe,3.5205574,
inform,införm,3.3185399,
inform,in㎌ǿɾm,-1.5211978,
given,gi㏞en,-1.3841772,
given,ℊivèn,-1.2800756,
paperback,påₚerback,1.0473919,
paperback,paₚèrbačk,0.19865113,
highest,highesₜ,3.9600682,
highest,higheßt,2.0398097,
socks,ṧocḳs,1.1695565,
socks,socₖs,0.95558673,
spokesman,sₚokesmaņ,1.8209722,
spokesman,ᶊₚokĕsₘan,-0.8805047,
death,deấth,2.2170565,
death,déäth,2.4869642,
accordingly,aćƈӫrɖinglƴ,1.995367,
accordingly,ačℂordinℊɭÿ,-0.75228286,
handmade,ħanƌᴟade,0.02417786,
handmade,hanđmade,4.1085267,
joins,joinſ,0.44151664,
joins,joਿns,-1.2292479,
difference,điffēŕeᴺce,1.3441188,
difference,dīffȅrence,3.6586359,
portland,ₚǒrtlaɳd,0.032100007,
portland,porṱland,3.8904254,
simple,simₚle,1.1001945,
simple,ᵴīᴟple,0.36664993,
webpage,ᴡebpage,1.8030871,
webpage,ᴡebpàgȅ,0.58557594,
banks,ƀankᷤ,0.29950592,
banks,båƞₖſ,-1.6008203,
medium,medium,4.814532,
medium,ᴟeđium,0.5559725,
pink,pink,4.1185827,
pink,ₚink,0.054529242,
attended,aₜţendȇd,3.6080244,
attended,atƭeƞdéď,2.3325763,
recordings,recoɹdings,1.0992721,
recordings,ɍecorďings,4.1650825,
ottawa,ottɐwa,0.5786743,
ottawa,ottawà,0.27023384,
indigenous,iƞdiǧeǹous,2.7444,
indigenous,indigênouß,1.5930442,
kinda,ķinda,4.8633447,
kinda,kiņda,4.255275,
rate,ŕate,3.8593185,
rate,raŧe,4.691496,
terrorist,teɾrøʀist,1.8001735,
terrorist,terròriₛť,2.9039674,
terminology,terminoloǧy,4.356427,
terminology,ₜeɍmínoƚogy,2.22057,
probability,pʀоbabiłitý,0.8692895,
probability,prøᵇa℔ĩlĩty,-1.4388509,
greg,ᵹrᴲg,-0.35805798,
greg,greg,4.7245994,
shaw,shaᴡ,0.5142494,
shaw,shaẁ,3.470554,
thunder,thuƞdₑɾ,2.4394658,
thunder,ₜʜundₑr,0.85756403,
continental,conᵗinențal,3.8305142,
continental,ↀontīƞental,-0.06348475,
optical,optical,3.9118938,
optical,oₚticǎl,0.25987798,
headed,heađed,4.475793,
headed,headed,4.84649,
baths,batᶣᶊ,-0.3670538,
baths,baₜhs,1.7717166,
consult,coƞsuᶅt,3.1615577,
consult,ćonₛult,1.2705032,
building,buȋldiñg,1.8653636,
building,būilƌïñg,1.9407345,
destruction,ᵭesͭruction,1.0687262,
destruction,destɾuᷗtĩoƞ,0.99397236,
magic,ⓜǟgic,-0.26716432,
magic,ᶭagic,0.7753829,
appliances,appĺiǎnℂes,2.0989444,
appliances,äᵖƥliançĕs,-0.002380122,
forced,forcēd,4.5712996,
forced,foɾced,4.9546885,
mount,mȱûŉt,1.2171417,
mount,mount,4.7405334,
truck,truck,4.7626624,
truck,ₜruck,2.4701695,
concerns,ćoncerߒs,1.6745546,
concerns,coⁿcerns,0.98269975,
ensuring,eñsuring,2.5519984,
ensuring,enₛurǐng,0.52041763,
dozen,dozen,4.71591,
dozen,dozen,4.71591,
grows,ℊrøws,-1.5143148,
grows,grǿẁs,0.48942587,
road,road,4.809644,
road,roaᶑ,1.9323618,
pleased,plȇased,2.6344872,
pleased,pƚeàsed,1.5904639,
andy,ãⁿdy,1.0603963,
andy,anđy,4.523386,
commodities,cǫmͫoditieₛ,0.4472963,
commodities,commödȉties,2.7858915,
obtained,o℔tained,0.6064283,
obtained,o℔ₜaiⁿeđ,-1.2142485,
isaac,ìsäac,2.35346,
isaac,iˢaaç,-1.1023722,
lamp,lamᵖ,0.427521,
lamp,làₘₚ,-1.5949326,
untitled,üñtិt℔èd,-1.1240857,
untitled,uɳtitled,4.885236,
said,ᶊaid,4.1939154,
said,saiᵭ,2.660854,
stupid,sₜuₚĩđ,-0.6225652,
stupid,stūₚĩd,-0.6026545,
audience,ࠤuđĩeñce,0.20336919,
audience,aǘḓieƞce,3.246533,
gordon,gorďoɳ,3.580823,
gordon,gördoń,3.1726778,
metric,mȇtɾić,2.4994266,
metric,ₘetric,1.5612954,
luther,luthĕr,2.675603,
luther,ɭūthɜr,1.816367,
delicious,đǝlicioüs,0.93169165,
delicious,ɖeliℂious,3.5818682,
consumers,ↀonsuḿeɾₛ,0.7711435,
consumers,coñsᵤmᴲrᵴ,0.17537592,
kenneth,ķènnetĥ,3.5561233,
kenneth,ₖeߒnₑₜₕ,-1.7398658,
catalogs,catᵄlogſ,-0.2681055,
catalogs,catalògš,1.5059756,
mailing,ɯai℔ing,-0.8008855,
mailing,mailinℊ,2.2542582,
diagnosis,diagnösᴵs,1.2583281,
diagnosis,ɖiagnȫsis,2.1292558,
soon,soøn,0.4977023,
soon,sooⁿ,-1.324892,
orbit,ᲂř℔it,0.09304415,
orbit,orƀit,2.4318893,
specialized,ŝpeciãliᶻed,1.7942762,
specialized,ßₚeciaˡized,-0.35981217,
outreach,outrĕácɦ,0.74504274,
outreach,oùtŕeach,2.9819427,
cell,cēlƚ,1.8304973,
cell,čȇłl,0.47650492,
features,fỄaₜureß,-1.1253718,
features,features,4.897729,
language,lͣnguaℊɝ,-0.7010124,
language,languàǥé,1.4350743,
liquid,℔iquiᵭ,-0.61739415,
liquid,lɪqūǐd,0.5485985,
holidays,hɵ℔idaýs,-0.49438432,
holidays,ₕõlidays,0.08604376,
ctrl,ƈtrl,2.0345166,
ctrl,ctȓl,2.0144637,
consoles,ƈonsǒles,1.503512,
consoles,consolᴈs,2.88912,
corporation,corporàtioņ,2.7617288,
corporation,coɽₚoratioⁿ,0.24675846,
sponsors,spᴏṅsorß,0.3944251,
sponsors,spoƞsøȓs,0.32101032,
google,googᷝe,1.8310262,
google,gȯoǥle,3.1032279,
large,large,5.0179234,
large,ƚarge,3.0807884,
employ,empĺoý,1.9906995,
employ,emₚloy,0.9724665,
pointed,pointed,4.860987,
pointed,pointeđ,4.136255,
originally,orïginallẏ,3.5091674,
originally,ǭriℊinally,0.7912462,
widely,ᴡidēlý,-1.4229702,
widely,ẁídely,1.781429,
kirk,kirₖ,2.5942037,
kirk,kȉrk,2.9538548,
prescription,prescɾipₜioñ,3.22656,
prescription,prɞßcripƭîǒn,0.026643362,
offshore,offsʜᶱᷢe,0.1630378,
offshore,оƒfshȫɼe,2.3097417,
generate,gʚneràŧe,1.8418356,
generate,generatē,3.343843,
bless,℔lǝſs,-2.2900584,
bless,bĺeßs,-0.95621353,
auckland,aucklaǹd,3.3442888,
auckland,àucklaⁿd,3.0140147,
chevrolet,cħe㏞ȑoleƭ,-0.37215185,
chevrolet,chɇvroleṱ,3.0020502,
supporting,supₚortinℊ,0.6255761,
supporting,suppøᷢtíⁿg,0.15428023,
paris,pařīs,1.5830746,
paris,paris,4.828319,
finance,finance,4.89489,
finance,finanᷗe,3.9262667,
nevada,nevadà,3.0919476,
nevada,nèvada,2.5667117,
rolls,rolls,4.839077,
rolls,rolľs,3.3871157,
indonesia,inɗønesℑà,-0.3980787,
indonesia,índonɜśïa,1.2915329,
manually,manūalľy,2.266037,
manually,mànúal℔ỵ,-0.44594097,
equations,equaₜiøⁿs,-0.47687545,
equations,ߍquations,4.0772653,
window,winɖow,4.835723,
window,wiñdow,3.5241249,
half,ĥalf,3.8643343,
half,ha⅂f,1.3216217,
calculators,cǟlculaťøȓs,1.4935207,
calculators,cаɭculätơrs,3.2547705,
tramadol,tȓamadol,2.2114108,
tramadol,ₜɾamadอl,1.8473766,
expired,expiɾëḓ,3.9836802,
expired,េxpired,2.134028,
invasion,ࠨnvasion,3.9897225,
invasion,invࠥᶊioߒ,0.75743365,
hook,hoߐk,0.16408014,
hook,hook,4.658418,
korean,koreàn,4.052467,
korean,korean,4.846177,
unexpected,ūneₓpecteᵭ,1.1815474,
unexpected,uneₓᶈɇcₜed,0.43944263,
drill,drilł,2.4954658,
drill,drill,4.876859,
kind,kìnd,4.1969204,
kind,ₖind,2.0091765,
xanax,ᶍanax,3.2696598,
xanax,xǟnaₓ,1.5657516,
publish,pūbľish,2.9896157,
publish,ƥub℔īᶊₕ,-1.6656092,
turn,turn,4.6972966,
turn,tuŕn,2.9463503,
professor,⒫ȓofeₛsor,0.040430807,
professor,ᶈro㎌eßsoɼ,-1.14155,
ministry,ₘinìsₜry,1.0641943,
ministry,mĩɳisțry,3.2819543,
teams,teams,5.035428,
teams,teams,5.035428,
demanding,đemanding,4.7146125,
demanding,ḋɜmaⁿding,4.3450503,
counters,countࠝȑs,3.140394,
counters,couñtȅrs,2.100497,
month,mөnₜh,1.4302623,
month,montₕ,0.27066413,
speed,⒮ƥẻed,0.20886293,
speed,sₚêed,-0.78825426,
partly,pɐrtly,3.0233967,
partly,paɍtᶫy,2.428296,
valuation,㏞aluaᴛion,-0.083419606,
valuation,㏞ȁᶅǔatȋoṅ,-0.70956546,
faced,㎌äͨed,-1.2343724,
faced,facэd,2.7069457,
copyright,ℂoₚyrìght,0.33413595,
copyright,copȳrïght,3.0054812,
antenna,aߒtenna,1.4822474,
antenna,aⁿtenňa,1.0854193,
tear,teaɼ,4.7786503,
tear,ţᶓáɾ,0.5838329,
advertiser,ådveɾͭiser,2.466547,
advertiser,aďʋerᶵіſȇr,-0.46612918,
reliable,reƚīable,2.2830462,
reliable,rēĺiable,3.4666605,
creates,çɍeaţēs,3.5333402,
creates,cɍeatês,3.9515915,
tired,tirėd,4.34818,
tired,tiŕߍd,0.25037676,
produced,ₚɼođucēd,1.5175241,
produced,⒫řơdùced,-0.15433075,
orleans,oȑĺèans,1.1660526,
orleans,ǒrleǎnṣ,2.3781645,
star,stȁr,3.4223373,
star,stär,4.469739,
varieties,㏞aɍieₜiȅs,-0.40170452,
varieties,vaɍieties,4.7858777,
document,docūḿent,3.2916663,
document,doℂuₘènt,-0.7328214,
contributors,çonₜrībùₜoɼᶊ,0.9884423,
contributors,contribўtorš,2.0943046,
generating,gĕneɍating,3.33853,
generating,genȇrațing,3.7620404,
garage,gaʵɐge,0.47706282,
garage,ℊarǎge,-1.360618,
frozen,㎌ɽòzen,-1.1600394,
frozen,frozen,4.815296,
hereby,hērʚby,1.2304659,
hereby,hereby,4.667021,
patents,pätentᷤ,3.3975842,
patents,patʚnts,1.7588184,
questions,questĭonṥ,3.064042,
questions,qȕėßͭioƞs,-2.3109033,
