model,size,test,ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Mean Score,Med Score,∆ Score,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
llama2,7B,typo,0.125,19,hateful,No,2277,0.8045936395759717,2619,0.9254416961130743,0.30416961130742054,0.2,0.06116607773851591,0.82,0.95,0.88,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,19,offensive,Yes,878,0.3102473498233215,0,0.0,,,,0.0,0.0,0.0,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,19,offensive,No,1952,0.6897526501766784,2830,1.0,,,,0.69,1.0,0.82,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,19,toxic,Yes,507,0.17915194346289753,342,0.12084805653710247,0.4143462897526502,0.5,0.08445229681978798,0.57,0.38,0.46,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,19,toxic,No,2323,0.8208480565371025,2488,0.8791519434628975,0.4143462897526502,0.5,0.08445229681978798,0.87,0.94,0.9,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,20,hateful,Yes,553,0.19540636042402826,211,0.07455830388692579,0.30416961130742054,0.2,0.06116607773851591,0.42,0.16,0.23,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,20,hateful,No,2277,0.8045936395759717,2619,0.9254416961130743,0.30416961130742054,0.2,0.06116607773851591,0.82,0.95,0.88,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,20,offensive,Yes,878,0.3102473498233215,0,0.0,,,,0.0,0.0,0.0,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,20,offensive,No,1952,0.6897526501766784,2830,1.0,,,,0.69,1.0,0.82,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,20,toxic,Yes,507,0.17915194346289753,342,0.12084805653710247,0.4143462897526502,0.5,0.08445229681978798,0.57,0.38,0.46,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,20,toxic,No,2323,0.8208480565371025,2488,0.8791519434628975,0.4143462897526502,0.5,0.08445229681978798,0.87,0.94,0.9,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,21,hateful,Yes,553,0.19540636042402826,211,0.07455830388692579,0.30416961130742054,0.2,0.06116607773851591,0.42,0.16,0.23,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,21,hateful,No,2277,0.8045936395759717,2619,0.9254416961130743,0.30416961130742054,0.2,0.06116607773851591,0.82,0.95,0.88,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,21,offensive,Yes,878,0.3102473498233215,0,0.0,,,,0.0,0.0,0.0,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,21,offensive,No,1952,0.6897526501766784,2830,1.0,,,,0.69,1.0,0.82,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,21,toxic,Yes,507,0.17915194346289753,342,0.12084805653710247,0.4143462897526502,0.5,0.08445229681978798,0.57,0.38,0.46,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,21,toxic,No,2323,0.8208480565371025,2488,0.8791519434628975,0.4143462897526502,0.5,0.08445229681978798,0.87,0.94,0.9,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,22,hateful,Yes,553,0.19540636042402826,211,0.07455830388692579,0.30416961130742054,0.2,0.06116607773851591,0.42,0.16,0.23,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,22,hateful,No,2277,0.8045936395759717,2619,0.9254416961130743,0.30416961130742054,0.2,0.06116607773851591,0.82,0.95,0.88,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,22,offensive,Yes,878,0.3102473498233215,0,0.0,,,,0.0,0.0,0.0,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,22,offensive,No,1952,0.6897526501766784,2830,1.0,,,,0.69,1.0,0.82,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,22,toxic,Yes,507,0.17915194346289753,342,0.12084805653710247,0.4143462897526502,0.5,0.08445229681978798,0.57,0.38,0.46,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,22,toxic,No,2323,0.8208480565371025,2488,0.8791519434628975,0.4143462897526502,0.5,0.08445229681978798,0.87,0.94,0.9,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,23,hateful,Yes,553,0.19540636042402826,211,0.07455830388692579,0.30416961130742054,0.2,0.06116607773851591,0.42,0.16,0.23,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,23,hateful,No,2277,0.8045936395759717,2619,0.9254416961130743,0.30416961130742054,0.2,0.06116607773851591,0.82,0.95,0.88,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,23,offensive,Yes,878,0.3102473498233215,0,0.0,,,,0.0,0.0,0.0,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,23,offensive,No,1952,0.6897526501766784,2830,1.0,,,,0.69,1.0,0.82,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,23,toxic,Yes,507,0.17915194346289753,342,0.12084805653710247,0.4143462897526502,0.5,0.08445229681978798,0.57,0.38,0.46,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,23,toxic,No,2323,0.8208480565371025,2488,0.8791519434628975,0.4143462897526502,0.5,0.08445229681978798,0.87,0.94,0.9,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,24,hateful,Yes,553,0.19540636042402826,211,0.07455830388692579,0.30416961130742054,0.2,0.06116607773851591,0.42,0.16,0.23,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,24,hateful,No,2277,0.8045936395759717,2619,0.9254416961130743,0.30416961130742054,0.2,0.06116607773851591,0.82,0.95,0.88,0.79,0.68,"[[2154  465]
 [ 123   88]]"
llama2,7B,typo,0.125,24,offensive,Yes,878,0.3102473498233215,0,0.0,,,,0.0,0.0,0.0,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,24,offensive,No,1952,0.6897526501766784,2830,1.0,,,,0.69,1.0,0.82,0.69,,"[[1952  878]
 [   0    0]]"
llama2,7B,typo,0.125,24,toxic,Yes,507,0.17915194346289753,342,0.12084805653710247,0.4143462897526502,0.5,0.08445229681978798,0.57,0.38,0.46,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.125,24,toxic,No,2323,0.8208480565371025,2488,0.8791519434628975,0.4143462897526502,0.5,0.08445229681978798,0.87,0.94,0.9,0.84,0.81,"[[2176  312]
 [ 147  195]]"
llama2,7B,typo,0.25,0,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,0,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,0,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,0,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,0,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,0,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,1,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,1,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,1,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,1,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,1,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,1,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,2,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,2,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,2,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,2,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,2,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,2,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,3,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,3,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,3,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,3,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,3,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,3,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,4,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,4,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,4,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,4,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,4,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,4,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,5,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,5,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,5,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,5,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,5,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,5,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,6,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,6,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,6,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,6,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,6,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,6,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,7,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,7,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,7,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,7,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,7,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,7,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,8,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,8,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,8,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,8,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,8,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,8,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,9,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,9,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,9,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,9,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,9,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,9,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,10,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,10,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,10,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,10,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,10,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,10,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,11,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,11,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,11,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,11,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,11,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,11,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,12,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,12,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,12,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,12,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,12,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,12,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,13,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,13,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,13,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,13,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,13,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,13,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,14,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,14,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,14,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,14,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,14,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,14,toxic,No,2323,0.8208480565371025,2467,0.8717314487632509,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2141  326]
 [ 182  181]]"
llama2,7B,typo,0.25,15,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.3196113074204947,0.2,0.08056537102473499,0.36,0.17,0.23,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,15,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.3196113074204947,0.2,0.08056537102473499,0.82,0.93,0.87,0.78,0.66,"[[2107  458]
 [ 170   95]]"
llama2,7B,typo,0.25,15,offensive,Yes,878,0.3102473498233215,1357,0.47950530035335687,0.36038869257950534,0.2,0.08151943462897526,0.51,0.79,0.62,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,15,offensive,No,1952,0.6897526501766784,1473,0.5204946996466431,0.36038869257950534,0.2,0.08151943462897526,0.88,0.66,0.75,0.7,0.75,"[[1290  183]
 [ 662  695]]"
llama2,7B,typo,0.25,15,toxic,Yes,507,0.17915194346289753,363,0.12826855123674913,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2141  326]
 [ 182  181]]"
